horizon,optimal_threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
30,0.7318040859170954,0.9838765008576329,0.9074778200253485,0.9132653061224489,0.9103623649078194,0.9947679407776174,0.961067174176688
60,0.7359073496357126,0.9865065751858205,0.9366106080206986,0.9129886506935687,0.9246487867177522,0.9948990126128778,0.962651994228068
90,0.7380238527960167,0.9837621497998856,0.948051948051948,0.8774038461538461,0.9113607990012484,0.995390147298992,0.962794906410134
